ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
515 ASTER ST,BATON ROUGE,70802,,POINT (-91.182213467232 30.418237549339),WEST CAMPUS APARTMENT SERVICE BLDG #14
5515 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.134817560198 30.488151955697),PLACE D' CHARLES APARTMENTS 1
"2000 BRIGHTSIDE DR, BLDG 23",BATON ROUGE,70820,,POINT (-91.179415954632 30.389671157266),RETREAT AT BRIGHTSIDE APARTMENTS
5959 BURBANK DR,BATON ROUGE,70820,,POINT (-91.158365834366 30.389747291194),WILDWOOD BATON ROUGE APARTMENTS
3540 MARIE DR,BATON ROUGE,70806,,POINT (-91.152822400005 30.440292517869),THE VILLAS APARTMENTS
8026 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.106325912719 30.423801945027),JEFFERSON OAK APARTMENTS
"5958 CADILLAC ST, BLDG 1104",BATON ROUGE,70811,,POINT (-91.131591534846 30.517591609294),CADILLAC STREET PLACE APARTMENTS
"6444 JONES CREEK RD, BLDG 3",BATON ROUGE,70817,,POINT (-91.019389565357 30.394124675496),IVY PARK APARTMENTS
1674 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176514968073 30.388713853332),BRIGHTSIDE MANOR APARTMENTS
5120 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136675578682 30.441253872325),PATRICIAN APARTMENTS
11556 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055574235349 30.420643367035),COTTAGES AT SOUTHFORK APARTMENTS
11620 AIRLINE HWY,BATON ROUGE,70816,,POINT (-91.053032578506 30.396148751203),DEVONSHIRE APARTMENTS
4500 BURBANK DR,BATON ROUGE,70820,,POINT (-91.173886451307 30.399003514193),THE OLIVER APARTMENTS
1307 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140212465188 30.460615928097),PROVINCIAL NORTH APARTMENTS
4217 FORD ST,BATON ROUGE,70807,,POINT (-91.149909245488 30.519637226351),THE RESERVE AT HOWELL PLACE APARTMENTS
3639 COTTAGEWOOD DR,BATON ROUGE,70816,,POINT (-91.056742929908 30.420199734537),COTTAGES AT SOUTHFORK APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
4639 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.182530149754 30.393191914029),JOEL APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 8",BATON ROUGE,70820,,POINT (-91.18144287901 30.389739869087),RETREAT AT BRIGHTSIDE APARTMENTS
844 MONET DR,BATON ROUGE,70806,,POINT (-91.117013680444 30.457569565314),COURT OF THREE SISTERS APARTMENTS
655 SHARP LN,BATON ROUGE,70815,,POINT (-91.072849111151 30.458710749687),PARK EAST II APARTMENTS
1235 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140725206823 30.459875273677),PROVINCIAL NORTH APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
"6444 JONES CREEK RD, BLDG 17",BATON ROUGE,70817,,POINT (-91.019176377484 30.395499114323),IVY PARK APARTMENTS
5151 HIGHLAND RD,BATON ROUGE,70808,,POINT (-91.16185240586 30.396418758922),HIGHLAND PLANTATION APARTMENTS
"11070 MEAD RD, BLDG 13",BATON ROUGE,70816,,POINT (-91.058949683785 30.424698287207),WILLOWBEND LAKES APARTMENTS
1655 N HARCO DR,BATON ROUGE,70815,,POINT (-91.042240264408 30.468266111475),CHERRY CREEK APARTMENTS
7221 AIRLINE HWY,BATON ROUGE,70812,,POINT (-91.116164226413 30.48299276149),CROWN EFFICIENCY APARTMENTS
3316 BYRON ST,BATON ROUGE,70805,,POINT (-91.157057179033 30.493350463711),APARTMENTS
7631 BLES AVE,BATON ROUGE,70810,,POINT (-91.109233488672 30.39279858894),APARTMENTS
2514 GATES CIR,BATON ROUGE,70809,,POINT (-91.123187125271 30.421607219339),GATES AT CITIPLACE APARTMENTS
11777 NICHOLSON DR,BATON ROUGE,70810,,POINT (-91.138804054757 30.346426100365),MEADOWS AT NICHOLSON APARTMENTS
3331 CAROL DR,BATON ROUGE,70806,,POINT (-91.154311503924 30.442952728357),THE VILLAS APARTMENTS
"11555 SOUTHFORK AVE, BLDG G",BATON ROUGE,70816,,POINT (-91.056394306589 30.423521514115),REGENCY CLUB APARTMENTS
"12400 JEFFERSON HWY, BLDG 10",BATON ROUGE,70816,,POINT (-91.044221076649 30.393390986457),JEFFERSON LAKES APARTMENTS
"3002 MASON AVE, BLDG 135",BATON ROUGE,70805,,POINT (-91.161184417381 30.506644100238),MONTE SANO VILLAGE APARTMENTS
7410 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.095543908805 30.383773493268),APARTMENTS
5441 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.135617705704 30.487999549507),APARTMENTS
12757 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.03629880846 30.411285132253),SHERWOOD ACRES APARTMENTS
1050 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.12740098319 30.459281876739),HOLLY COURT APARTMENTS
5226 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136037403547 30.440995902582),PATRICIAN APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
12612 BROGDON LN,BATON ROUGE,70816,,POINT (-91.040329484639 30.404260891684),APARTMENTS
8228 INNOVATION PARK DR,BATON ROUGE,70820,,POINT (-91.133332221557 30.357747802197),TIMBERLAND APARTMENTS
2100 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.135387300175 30.42919392798),BIENVILLE TOWER APARTMENTS
3857 STONEY BROOK RD,ZACHARY,70791,,POINT (-91.148026339558 30.642536401904),STONEYBROOK APARTMENTS
11580 PERKINS RD,BATON ROUGE,70810,,POINT (-91.08567295625 30.37005861445),OAKLEIGH APARTMENTS
660 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154175750873 30.441833107413),THE VILLAS APARTMENTS
"11070 MEAD RD, BLDG 20",BATON ROUGE,70816,,POINT (-91.05891694474 30.421832378608),WILLOWBEND LAKES APARTMENTS
3337 CAROL DR,BATON ROUGE,70806,,POINT (-91.154127417545 30.442965909213),THE VILLAS APARTMENTS
10972 DARRYL DR,BATON ROUGE,70815,,POINT (-91.062555283724 30.469879334888),SHERWOOD OAKS APARTMENTS
4546 NORTH ST,BATON ROUGE,70806,,POINT (-91.143098589956 30.452966404516),TURNER PLAZA APARTMENTS (EBRPHA)
906 RIDGEPOINT CT,BATON ROUGE,70810,,POINT (-91.102479189672 30.36699901902),BLUEBONNET RIDGE APARTMENTS
11516 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.056002556368 30.42064480739),COTTAGES AT SOUTHFORK APARTMENTS
11959 NICHOLSON DR,BATON ROUGE,70810,,POINT (-91.138551815543 30.344278613718),INDIGO PARK APARTMENTS
8373 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071084476422 30.371891863682),SIEGEN CALAIS APARTMENTS
11540 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055733697813 30.420643882347),COTTAGES AT SOUTHFORK APARTMENTS
2605 EDWARD AVE,BATON ROUGE,70808,,POINT (-91.160386362394 30.429572988641),EDWARD AVENUE APARTMENTS
805 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.12892492546 30.456136706909),DRAKES LANDING APARTMENTS
10978 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061987676708 30.470601047707),SHERWOOD OAKS APARTMENTS
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
3622 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056360025677 30.420335960136),COTTAGES AT SOUTHFORK APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
7461 PLANK RD,BATON ROUGE,70807,,POINT (-91.148531019864 30.517651495568),THE RESERVE AT HOWELL PLACE APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1516",BATON ROUGE,70820,,POINT (-91.178908631386 30.39055344638),SHARLO TERRACE APARTMENTS 1
16441 S HARRELL'S FERRY RD,BATON ROUGE,70816,,POINT (-91.003063674574 30.428483471539),RESERVE AT WHITE OAK APARTMENTS
13675 COURSEY BLVD,BATON ROUGE,70817,,POINT (-91.025439084733 30.410515705743),DEVONSHIRE APARTMENTS
4223 JANET AVE,BATON ROUGE,70808,,POINT (-91.175022357432 30.402248305604),HAWTHORNE II APARTMENTS
12400 JEFFERSON HWY,BATON ROUGE,70816,,POINT (-91.045646816744 30.39416094),JEFFERSON LAKES APARTMENTS
4154 BURBANK DR,BATON ROUGE,70808,,POINT (-91.177462748872 30.402144621804),QUARTER APARTMENTS
8369 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071425246406 30.371772270659),SIEGEN CALAIS APARTMENTS
3476 N SHERWOOD FOREST DR,BATON ROUGE,70814,,POINT (-91.057697886627 30.483163534453),PARK FOREST EAST APARTMENTS
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
1734 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177990276629 30.388445362381),BRIGHTSIDE MANOR APARTMENTS
206 W ROOSEVELT ST,BATON ROUGE,70802,,POINT (-91.179417251337 30.422012049533),APARTMENTS
5159 BAKER BLVD,BAKER,70714,,POINT (-91.146096165111 30.595000450564),GREENWOOD FOREST APARTMENTS
7762 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104907403299 30.419399295057),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"6444 JONES CREEK RD, BLDG 10",BATON ROUGE,70817,,POINT (-91.019818811849 30.394037619127),IVY PARK APARTMENTS
"5235 FLORIDA BLVD, STE C",BATON ROUGE,70806,,POINT (-91.136194555466 30.451586416872),PATIO HOUSE II APARTMENTS
740 N 14TH ST,BATON ROUGE,70802,,POINT (-91.175559625435 30.454452921247),VALENCIA PARK APARTMENTS
11434 BARD AVE,BATON ROUGE,70815,,POINT (-91.056841012536 30.467720151611),PARK PLACE ON BARD APARTMENTS
"11070 MEAD RD, BLDG 4",BATON ROUGE,70816,,POINT (-91.058306451318 30.426952037216),WILLOWBEND LAKES APARTMENTS
11370 BARD AVE,BATON ROUGE,70815,,POINT (-91.057355550347 30.467474476812),PARK PLACE ON BARD APARTMENTS
1310 SHARLO AVE,BATON ROUGE,70820,,POINT (-91.183278576551 30.390153242054),APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 7",BATON ROUGE,70820,,POINT (-91.181653034104 30.389437128703),RETREAT AT BRIGHTSIDE APARTMENTS
"3002 MASON AVE, BLDG 129",BATON ROUGE,70805,,POINT (-91.161056187007 30.505924041567),MONTE SANO VILLAGE APARTMENTS
10210 AVENUE L,BATON ROUGE,70807,,POINT (-91.200174667611 30.536963162109),HUDSON SQUARE APARTMENTS
255 E BOYD DR,BATON ROUGE,70808,,POINT (-91.173330203523 30.402177704893),THREE THIRTY THREE FLATS AT EAST BOYD APARTMENTS
2888 DOUGHERTY DR,BATON ROUGE,70805,,POINT (-91.134323391415 30.475068354087),PINE SQUARE APARTMENTS
100 EAST CAMPUS LOT,BATON ROUGE,70803,,POINT (-91.172379538608 30.412619892376),"HUNTER, JOHN A - EAST CAMPUS APARTMENTS"
13701 MILLERVILLE GREENS BLVD,BATON ROUGE,70816,,POINT (-91.027822680034 30.439520633506),THE WATERS AT MILLERVILLE APARTMENTS
"11070 MEAD RD, BLDG 21",BATON ROUGE,70816,,POINT (-91.058909359515 30.421307741205),WILLOWBEND LAKES APARTMENTS
9989 BURBANK DR,BATON ROUGE,70810,,POINT (-91.115391978138 30.35831702955),THE ARTS APARTMENTS AT BLUEBONNET PLACE
1051 MONET DR,BATON ROUGE,70806,,POINT (-91.117733649611 30.459632279059),APARTMENTS
7553 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106199804539 30.419718704474),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"449 BEN HUR RD, BLDG 6",BATON ROUGE,70820,,POINT (-91.154233722922 30.384329430408),THE EXCHANGE AT BATON ROUGE APARTMENTS
809 SUMMER BREEZE DR,BATON ROUGE,70810,,POINT (-91.117723505213 30.359110642181),SUMMERWOOD VILLAS APARTMENTS
628 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.153470284861 30.442378574468),THE VILLAS APARTMENTS
"6444 JONES CREEK RD, BLDG 19",BATON ROUGE,70817,,POINT (-91.018892973511 30.394089243465),IVY PARK APARTMENTS
12717 WARFIELD ST,BATON ROUGE,70815,,POINT (-91.041722317022 30.466521812578),CHERRY CREEK APARTMENTS
7342 TOWN SOUTH AVE,BATON ROUGE,70808,,POINT (-91.114152907283 30.391331373759),APARTMENTS
261 E STATE ST,BATON ROUGE,70802,,POINT (-91.174740554111 30.418923192332),APARTMENTS
7913 BLES AVE,BATON ROUGE,70810,,POINT (-91.107460040033 30.391827570196),APARTMENTS
12753 PLANK RD,BAKER,70714,,POINT (-91.133485182198 30.562405426295),FAMILY MANOR APARTMENTS
1676 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176176307653 30.388201309732),BRIGHTSIDE MANOR APARTMENTS
1753 STARBOARD DR,BATON ROUGE,70820,,POINT (-91.132133145546 30.355561359847),APARTMENTS
11356 BARD AVE,BATON ROUGE,70815,,POINT (-91.057356591757 30.467769610168),PARK PLACE ON BARD APARTMENTS
3027 BYRON ST,BATON ROUGE,70805,,POINT (-91.159971290411 30.4938421544),APARTMENTS
450 CLOUD DR,BATON ROUGE,70806,,POINT (-91.132660616048 30.445692430688),GRAND OAKS APARTMENTS
3275 N ARDENWOOD DR,BATON ROUGE,70805,,POINT (-91.130548358539 30.478802771335),APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 14",BATON ROUGE,70817,,POINT (-91.013456618126 30.404478496297),SPRING BROOK APARTMENTS
5202 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136177407543 30.440470494697),PATRICIAN APARTMENTS
3647 GLADIOLA ST,BATON ROUGE,70808,,POINT (-91.155004299904 30.415701909418),CLOVERDALE APARTMENTS
10970 DARRYL DR,BATON ROUGE,70815,,POINT (-91.062404184869 30.469564417847),SHERWOOD OAKS APARTMENTS
"6444 JONES CREEK RD, BLDG 22",BATON ROUGE,70817,,POINT (-91.018432190892 30.395247869196),IVY PARK APARTMENTS
2920 SHERWOOD ST,BATON ROUGE,70805,,POINT (-91.160434791903 30.489227865127),SHERWOOD APARTMENTS
3661 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.055916099981 30.419922053562),COTTAGES AT SOUTHFORK APARTMENTS
2506 GATES CIR,BATON ROUGE,70809,,POINT (-91.123773905534 30.422713522154),GATES AT CITIPLACE APARTMENTS
866 ARLINGTON AVE,BATON ROUGE,70806,,POINT (-91.159246625525 30.440655322951),APARTMENTS
9124 OLD HAMMOND HWY,BATON ROUGE,70809,,POINT (-91.087254192155 30.430283464864),CARRIAGE PLACE APARTMENTS
5724 SATINWOOD DR,BATON ROUGE,70812,,POINT (-91.123950977767 30.502692167652),APARTMENTS
1686 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176618053442 30.388019885452),BRIGHTSIDE MANOR APARTMENTS
900 STANFORD AVE,BATON ROUGE,70808,,POINT (-91.163485491273 30.407775286655),ONE LAKESHORE APARTMENTS
16441 S HARRELL'S FERRY RD,BATON ROUGE,70816,,POINT (-91.003063674574 30.428483471539),RESERVE AT WHITE OAK APARTMENTS
712 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153778558844 30.441307018166),THE VILLAS APARTMENTS
8280 CYPRESS RD,BATON ROUGE,70811,,POINT (-91.13821762339 30.522960964679),CYPRESS SPRINGS APARTMENTS
5412 BYRON ST,BATON ROUGE,70805,,POINT (-91.135761053982 30.493951665545),APARTMENTS
8764 ELM GROVE GARDEN DR,BATON ROUGE,70807,,POINT (-91.167552624728 30.52670177629),ELM GROVE GARDENS APARTMENTS
12525 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.039492956084 30.411039500743),SHERWOOD ACRES APARTMENTS
11070 MEAD RD,BATON ROUGE,70816,,POINT (-91.058649708673 30.426488441512),WILLOWBEND LAKES APARTMENTS
8225 YMCA PLAZA DR,BATON ROUGE,70810,,POINT (-91.076237929479 30.372509641425),THE HAVEN AT WINDERMERE APARTMENTS
3683 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.055916988303 30.419715838091),COTTAGES AT SOUTHFORK APARTMENTS
1281 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140894999625 30.46058270439),PROVINCIAL NORTH APARTMENTS
1141 W CHIMES ST,BATON ROUGE,70802,225-373-7343,POINT (-91.189553666663 30.418962488112),ST. VINCENT DE PAUL - MYRIAM'S HOUSE APARTMENTS
10002 AVENUE I,BATON ROUGE,70807,,POINT (-91.197683863582 30.535336437607),CRESTWORTH PLACE APARTMENTS
3671 COTTAGEWOOD DR,BATON ROUGE,70816,,POINT (-91.056744407585 30.419856042096),COTTAGES AT SOUTHFORK APARTMENTS
202 VETERANS DR,BATON ROUGE,70803,,POINT (-91.172894348311 30.413301942802),"COLE, J PERRY - EAST CAMPUS APARTMENTS"
7932 BLES AVE,BATON ROUGE,70810,,POINT (-91.107584395769 30.39115277168),APARTMENTS
7935 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.10456215687 30.420989895954),MAISON BOCAGE APARTMENTS AND TOWNHOMES
4915 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.1795048766 30.390174573134),SHARLO TERRACE APARTMENTS 1
13675 COURSEY BLVD,BATON ROUGE,70817,,POINT (-91.025439084733 30.410515705743),DEVONSHIRE APARTMENTS
"12400 JEFFERSON HWY, BLDG 23",BATON ROUGE,70816,,POINT (-91.044548029098 30.391770375592),JEFFERSON LAKES APARTMENTS
16333 COLUMNS WAY,BATON ROUGE,70817,,POINT (-91.01146062222 30.366486584509),TAPESTRY LONG FARM APARTMENTS
"11555 SOUTHFORK AVE, BLDG N",BATON ROUGE,70816,,POINT (-91.056002966904 30.421694997141),REGENCY CLUB APARTMENTS
5169 BAKER BLVD,BAKER,70714,,POINT (-91.146087504186 30.595296948134),GREENWOOD FOREST APARTMENTS
11380 BARD AVE,BATON ROUGE,70815,,POINT (-91.057228110809 30.467775792804),PARK PLACE ON BARD APARTMENTS
2800 JULY ST,BATON ROUGE,70808,,POINT (-91.172545444997 30.420714697865),LAKE CREST APARTMENTS
3307 CAROL DR,BATON ROUGE,70806,,POINT (-91.154774496107 30.442991966041),THE VILLAS APARTMENTS
"11070 MEAD RD, BLDG 17",BATON ROUGE,70816,,POINT (-91.058975895376 30.423386789264),WILLOWBEND LAKES APARTMENTS
10974 DARRYL DR,BATON ROUGE,70815,,POINT (-91.06215100312 30.469993892051),SHERWOOD OAKS APARTMENTS
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
143 3RD ST,BATON ROUGE,70801,,POINT (-91.18831108775 30.447759007856),ONYX RESIDENCES APARTMENTS
1287 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140734784735 30.460593877055),PROVINCIAL NORTH APARTMENTS
872 ARLINGTON AVE,BATON ROUGE,70806,,POINT (-91.159222717896 30.440369715128),APARTMENTS
"5958 CADILLAC ST, BLDG 1121",BATON ROUGE,70811,,POINT (-91.128733930608 30.517726116547),CADILLAC STREET PLACE APARTMENTS
1701 N HARCO DR,BATON ROUGE,70815,,POINT (-91.042169279774 30.468591502652),CHERRY CREEK APARTMENTS
7533 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106962047434 30.41981516568),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1645 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176870450352 30.387336336578),THE VILLAS ON BRIGHTSIDE APARTMENTS
1706 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177571724595 30.388130181485),BRIGHTSIDE MANOR APARTMENTS
11555 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.05541596517 30.419472936074),COTTAGES AT SOUTHFORK APARTMENTS
5852 QUIDA MAE DR,BATON ROUGE,70812,,POINT (-91.12959525021 30.503825262806),HOSPITAL PLAZA APARTMENTS
7827 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.103901291883 30.422691996137),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7816 BLES AVE,BATON ROUGE,70810,,POINT (-91.108501015294 30.391669465003),APARTMENTS
"3002 MASON AVE, BLDG 113",BATON ROUGE,70805,,POINT (-91.160497332416 30.505952816654),MONTE SANO VILLAGE APARTMENTS
756 S ACADIAN THWY,BATON ROUGE,70806,,POINT (-91.152911512909 30.440913182959),THE VILLAS APARTMENTS
3341 ALASKA ST,BATON ROUGE,70802,,POINT (-91.182929406634 30.418348432),WEST CAMPUS APARTMENTS BLDG #6
7451 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.10617654313 30.419221745215),MAISON BOCAGE APARTMENTS AND TOWNHOMES
998 S KENILWORTH PKWY,BATON ROUGE,70820,,POINT (-91.145754643244 30.373536170764),KENILWORTH RIDGE APARTMENTS
11550 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055466927555 30.419098656728),COTTAGES AT SOUTHFORK APARTMENTS
2467 BROWNLEE ST,BATON ROUGE,70808,,POINT (-91.139934665343 30.426202788731),BROWNLEE APARTMENTS 3
217 E CAMPUS DR,BATON ROUGE,70803,,POINT (-91.172858276069 30.412571436829),"HAUER, MARY G - EAST CAMPUS APARTMENTS"
6665 TITIAN AVE,BATON ROUGE,70806,,POINT (-91.122525647574 30.45638060459),WILLOW CREEK APARTMENTS
16441 S HARRELL'S FERRY RD,BATON ROUGE,70816,,POINT (-91.003063674574 30.428483471539),RESERVE AT WHITE OAK APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1504",BATON ROUGE,70820,,POINT (-91.18032483148 30.389985740596),SHARLO TERRACE APARTMENTS 1
4514 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.180934854175 30.39442540742),CAMBRIDGE APARTMENTS
10202 PERKINS ROWE,BATON ROUGE,70810,,POINT (-91.092331958437 30.378328260413),TERRACES AT PERKINS ROWE APARTMENTS
3485 CLAYTON ST,BATON ROUGE,70805,,POINT (-91.155294976605 30.49115050744),APARTMENTS
5603 MACBETH DR,BATON ROUGE,70817,,POINT (-91.018967614501 30.402189626575),APARTMENTS
4110 JANET AVE,BATON ROUGE,70808,,POINT (-91.177248550633 30.403234075526),FAIR MANOR APARTMENTS
8397 SIEGEN LN,BATON ROUGE,70810,,POINT (-91.071074011595 30.372671767484),SIEGEN CALAIS APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1506",BATON ROUGE,70820,,POINT (-91.179805352243 30.390108718739),SHARLO TERRACE APARTMENTS 1
15580 GEORGE O'NEAL RD,BATON ROUGE,70817,,POINT (-91.012631300036 30.406488181164),SPRING BROOK APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 15",BATON ROUGE,70817,,POINT (-91.013195266708 30.404389668738),SPRING BROOK APARTMENTS
3476 N SHERWOOD FOREST DR,BATON ROUGE,70814,,POINT (-91.057697886627 30.483163534453),PARK FOREST EAST APARTMENTS
5958 HOOPER RD,BATON ROUGE,70811,,POINT (-91.131247430924 30.525592797161),APARTMENTS
7712 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.105730250806 30.419665032888),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7604 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.105351368114 30.420363607736),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10251 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.111577146664 30.350057529222),THE BEND ON BLUEBONNET APARTMENTS
819 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.130042503667 30.457073146534),DRAKES LANDING APARTMENTS
4627 NORTH BLVD,BATON ROUGE,70806,,POINT (-91.142143401992 30.449625691958),MID CITY FLATS APARTMENTS
2245 KING ARTHUR BLVD,BATON ROUGE,70816,,POINT (-91.043854643 30.43102323315),CAMELOT VILLAGE APARTMENTS
6718 FORD ST,BATON ROUGE,70811,,POINT (-91.12389347372 30.519703562922),FORD STREET PLACE APARTMENTS
4267 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.146837836444 30.486681593777),NEW BEGINNINGS APARTMENTS
"6444 JONES CREEK RD, BLDG 1",BATON ROUGE,70817,,POINT (-91.018656965929 30.393755954806),IVY PARK APARTMENTS
12606 LA BELLE AVE,BATON ROUGE,70815,,POINT (-91.042574605262 30.466861685792),CHERRY CREEK APARTMENTS
1056 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127248000182 30.459618778793),DALI PLACE APARTMENTS
12527 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.039203757763 30.411284484293),SHERWOOD ACRES APARTMENTS
3341 CAROL DR,BATON ROUGE,70806,,POINT (-91.154001458668 30.442977489874),THE VILLAS APARTMENTS
4642 TIGERLAND AVE,BATON ROUGE,70820,,POINT (-91.183493322307 30.393065763778),GASLITE VI APARTMENTS
7302 TOWN SOUTH AVE,BATON ROUGE,70808,,POINT (-91.114631382136 30.391734512014),APARTMENTS
7874 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.10326402444 30.420506583947),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"4915 ALVIN DARK AVE, BLDG 1501",BATON ROUGE,70820,,POINT (-91.181083054037 30.390211709254),SHARLO TERRACE APARTMENTS 1
9084 GREAT SMOKY AVE,BATON ROUGE,70814,,POINT (-91.087625789596 30.475824962395),APARTMENTS
3942 GOURRIER AVE,BATON ROUGE,70808,,POINT (-91.179856105068 30.403491168072),EMBASSY APARTMENTS 3
410 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.151119905612 30.445338430419),LYNN APARTMENTS 1
6950 SUGAR SPRINGS DR,BATON ROUGE,70817,,POINT (-91.012982975914 30.389903485876),THE LAKES AT BLUEBONNET APARTMENTS
1800 ROSENWALD RD,BATON ROUGE,70807,,POINT (-91.174338089733 30.530734077457),APARTMENTS
4727 Y.A. TITTLE AVE,BATON ROUGE,70820,,POINT (-91.181541624453 30.392728503216),ESTABLISHMENT APARTMENTS (YA TITTLE)
1327 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139804848431 30.460333980189),PROVINCIAL NORTH APARTMENTS
1263 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140902221311 30.460253836857),PROVINCIAL NORTH APARTMENTS
5143 BAKER BLVD,BAKER,70714,,POINT (-91.146088424034 30.594473799998),GREENWOOD FOREST APARTMENTS
1222 BOB PETTIT BLVD,BATON ROUGE,70820,,POINT (-91.180889831692 30.396233475126),GRADUATE APARTMENTS
7332 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.104773977843 30.419066022838),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10536 N OAK HILLS PKWY,BATON ROUGE,70810,,POINT (-91.103458591999 30.369380722233),APARTMENTS
"11070 MEAD RD, BLDG 18",BATON ROUGE,70816,,POINT (-91.05890945207 30.422909011555),WILLOWBEND LAKES APARTMENTS
